firstName,lastName,attempts,completions,interceptions,touchdowns,yards,whenPlayed,ourTeam,ourScore,theirTeam,theirScore
Ike,Eisenhower,19,11,0,2,143,2010-04-07,Grand Rapids Gamers,20,Boise Bearcats,14
James,Monroe,5,3,0,0,45,2010-04-07,Grand Rapids Gamers,20,Boise Bearcats,14
Ike,Eisenhower,31,20,0,3,204,2010-04-14,Grand Rapids Gamers,32,Modesto Misanthropes,20
James,Monroe,2,1,0,1,18,2010-04-14,Grand Rapids Gamers,32,Modesto Misanthropes,20
Ike,Eisenhower,39,22,0,2,230,2010-04-21,Grand Rapids Gamers,14,Fremont Firebugs,28
Ike,Eisenhower,35,21,0,2,260,2010-04-28,Grand Rapids Gamers,18,Montgomery Music,14
Ike,Eisenhower,39,21,0,3,233,2010-05-05,Grand Rapids Gamers,30,Spokane Stallions,34
Ike,Eisenhower,26,12,0,2,151,2010-05-12,Grand Rapids Gamers,40,Richmond Roustabouts,10
James,Monroe,10,6,0,2,109,2010-05-12,Grand Rapids Gamers,40,Richmond Roustabouts,10
Ike,Eisenhower,31,21,0,3,244,2010-05-19,Grand Rapids Gamers,26,Yonkers Yellowjackets,6
Ike,Eisenhower,38,22,0,2,285,2010-05-26,Grand Rapids Gamers,16,Shreveport Seamen,21
Ike,Eisenhower,28,18,0,2,188,2010-06-02,Grand Rapids Gamers,14,San Bernardino Stalkers,27
Ike,Eisenhower,31,16,0,2,177,2010-06-09,Grand Rapids Gamers,21,Tacoma Touchdown-Scorers,9
James,Monroe,2,1,0,1,17,2010-06-09,Grand Rapids Gamers,21,Tacoma Touchdown-Scorers,9
Ike,Eisenhower,36,17,0,2,225,2010-06-16,Grand Rapids Gamers,17,Glendale Centers,6
Ike,Eisenhower,30,15,0,1,171,2010-06-23,Grand Rapids Gamers,7,Des Moines Desperadoes,27
James,Monroe,7,4,0,0,68,2010-06-23,Grand Rapids Gamers,7,Des Moines Desperadoes,27
Ike,Eisenhower,25,16,0,2,217,2010-06-30,Grand Rapids Gamers,19,Augusta Autocrats,30
Harry,Truman,29,22,0,5,330,2010-03-24,Huntington Beach Harriers,35,Mobile Misfits,35
Harry,Truman,38,29,0,6,403,2010-03-31,Huntington Beach Harriers,43,Boise Bearcats,30
Harry,Truman,36,30,0,6,499,2010-04-07,Huntington Beach Harriers,49,Modesto Misanthropes,24
Harry,Truman,24,19,0,5,307,2010-04-14,Huntington Beach Harriers,51,Fremont Firebugs,6
Teddy,Roosevelt,2,1,0,1,10,2010-04-14,Huntington Beach Harriers,51,Fremont Firebugs,6
Harry,Truman,26,18,0,3,248,2010-04-21,Huntington Beach Harriers,31,Montgomery Music,38
Teddy,Roosevelt,5,3,0,1,36,2010-04-21,Huntington Beach Harriers,31,Montgomery Music,38
Harry,Truman,38,29,0,6,485,2010-04-28,Huntington Beach Harriers,51,Spokane Stallions,30
Harry,Truman,33,22,0,5,347,2010-05-05,Huntington Beach Harriers,45,Richmond Roustabouts,21
Harry,Truman,35,29,0,6,503,2010-05-12,Huntington Beach Harriers,49,Yonkers Yellowjackets,35
Harry,Truman,36,27,0,7,453,2010-05-19,Huntington Beach Harriers,51,Shreveport Seamen,44
Harry,Truman,29,24,0,5,441,2010-05-26,Huntington Beach Harriers,42,San Bernardino Stalkers,7
Harry,Truman,33,25,0,6,401,2010-06-02,Huntington Beach Harriers,49,Tacoma Touchdown-Scorers,10
Teddy,Roosevelt,3,1,0,1,10,2010-06-02,Huntington Beach Harriers,49,Tacoma Touchdown-Scorers,10
Harry,Truman,15,10,0,3,182,2010-06-09,Huntington Beach Harriers,32,Glendale Centers,34
Teddy,Roosevelt,9,5,0,1,61,2010-06-09,Huntington Beach Harriers,32,Glendale Centers,34
Harry,Truman,37,29,0,7,524,2010-06-16,Huntington Beach Harriers,49,Des Moines Desperadoes,24
Harry,Truman,25,21,0,5,320,2010-06-23,Huntington Beach Harriers,45,Augusta Autocrats,28
Teddy,Roosevelt,12,7,0,1,82,2010-06-23,Huntington Beach Harriers,45,Augusta Autocrats,28
Harry,Truman,39,32,0,6,458,2010-06-30,Huntington Beach Harriers,43,Grand Rapids Gamers,16
Jim,Buchanan,17,11,0,2,181,2010-03-24,Mobile Misfits,27,Boise Bearcats,14
Millard,Fillmore,7,5,0,1,67,2010-03-24,Mobile Misfits,27,Boise Bearcats,14
Jim,Buchanan,22,13,0,2,199,2010-03-31,Mobile Misfits,37,Modesto Misanthropes,30
Millard,Fillmore,11,9,0,2,153,2010-03-31,Mobile Misfits,37,Modesto Misanthropes,30
Jim,Buchanan,39,25,0,4,298,2010-04-07,Mobile Misfits,35,Fremont Firebugs,41
Jim,Buchanan,39,30,0,5,378,2010-04-14,Mobile Misfits,45,Montgomery Music,34
Jim,Buchanan,32,19,0,4,290,2010-04-21,Mobile Misfits,35,Spokane Stallions,10
Millard,Fillmore,4,3,0,0,48,2010-04-21,Mobile Misfits,35,Spokane Stallions,10
Jim,Buchanan,21,15,0,3,243,2010-04-28,Mobile Misfits,36,Richmond Roustabouts,6
Millard,Fillmore,10,8,0,1,126,2010-04-28,Mobile Misfits,36,Richmond Roustabouts,6
Jim,Buchanan,28,17,0,4,272,2010-05-05,Mobile Misfits,37,Yonkers Yellowjackets,3
Millard,Fillmore,2,1,0,0,17,2010-05-05,Mobile Misfits,37,Yonkers Yellowjackets,3
Jim,Buchanan,34,20,0,2,243,2010-05-12,Mobile Misfits,26,Shreveport Seamen,21
Jim,Buchanan,23,16,0,3,227,2010-05-19,Mobile Misfits,42,San Bernardino Stalkers,16
Millard,Fillmore,14,11,0,2,187,2010-05-19,Mobile Misfits,42,San Bernardino Stalkers,16
Jim,Buchanan,33,21,0,4,304,2010-05-26,Mobile Misfits,40,Tacoma Touchdown-Scorers,3
Jim,Buchanan,23,15,0,3,233,2010-06-02,Mobile Misfits,29,Glendale Centers,27
Millard,Fillmore,1,0,0,0,0,2010-06-02,Mobile Misfits,29,Glendale Centers,27
Jim,Buchanan,25,14,0,3,181,2010-06-09,Mobile Misfits,46,Des Moines Desperadoes,16
Millard,Fillmore,13,9,0,2,135,2010-06-09,Mobile Misfits,46,Des Moines Desperadoes,16
Jim,Buchanan,31,20,0,3,306,2010-06-16,Mobile Misfits,37,Augusta Autocrats,23
Millard,Fillmore,7,6,0,1,96,2010-06-16,Mobile Misfits,37,Augusta Autocrats,23
Jim,Buchanan,25,15,0,2,222,2010-06-23,Mobile Misfits,28,Grand Rapids Gamers,38
Millard,Fillmore,3,2,0,1,38,2010-06-23,Mobile Misfits,28,Grand Rapids Gamers,38
Jim,Buchanan,17,10,0,2,163,2010-06-30,Mobile Misfits,23,Huntington Beach Harriers,30
Millard,Fillmore,8,5,0,1,83,2010-06-30,Mobile Misfits,23,Huntington Beach Harriers,30
Herbert,Hoover,17,6,1,1,31,2011-03-23,Boise Bearcats,7,Modesto Misanthropes,21
Chet,Arthur,7,4,0,0,51,2011-03-23,Boise Bearcats,7,Modesto Misanthropes,21
Herbert,Hoover,26,9,1,1,46,2011-03-30,Boise Bearcats,16,Fremont Firebugs,27
Herbert,Hoover,35,7,1,1,34,2011-04-06,Boise Bearcats,10,Montgomery Music,28
Herbert,Hoover,25,9,1,0,46,2011-04-13,Boise Bearcats,8,Spokane Stallions,3
Herbert,Hoover,28,9,1,0,48,2011-04-20,Boise Bearcats,0,Richmond Roustabouts,35
Herbert,Hoover,31,9,1,0,45,2011-04-27,Boise Bearcats,0,Yonkers Yellowjackets,17
Herbert,Hoover,26,6,1,1,32,2011-05-04,Boise Bearcats,9,Shreveport Seamen,35
Herbert,Hoover,39,14,1,1,72,2011-05-11,Boise Bearcats,11,San Bernardino Stalkers,10
Herbert,Hoover,38,8,1,1,41,2011-05-18,Boise Bearcats,19,Tacoma Touchdown-Scorers,41
Herbert,Hoover,29,9,1,0,39,2011-05-25,Boise Bearcats,4,Glendale Centers,38
Chet,Arthur,3,2,0,0,22,2011-05-25,Boise Bearcats,4,Glendale Centers,38
Herbert,Hoover,36,9,1,0,47,2011-06-01,Boise Bearcats,8,Des Moines Desperadoes,27
Herbert,Hoover,31,6,1,0,23,2011-06-08,Boise Bearcats,10,Augusta Autocrats,28
Herbert,Hoover,35,8,1,1,39,2011-06-15,Boise Bearcats,7,Grand Rapids Gamers,20
Herbert,Hoover,39,13,1,1,70,2011-06-22,Boise Bearcats,14,Huntington Beach Harriers,41
Herbert,Hoover,36,9,1,1,37,2011-06-29,Boise Bearcats,7,Mobile Misfits,37
George,Washington,19,13,0,1,149,2011-03-23,Modesto Misanthropes,13,Fremont Firebugs,17
William,McKinley,11,6,0,0,62,2011-03-23,Modesto Misanthropes,13,Fremont Firebugs,17
George,Washington,30,21,0,3,262,2011-03-30,Modesto Misanthropes,26,Montgomery Music,20
William,McKinley,1,0,0,0,0,2011-03-30,Modesto Misanthropes,26,Montgomery Music,20
George,Washington,36,24,0,4,277,2011-04-06,Modesto Misanthropes,36,Spokane Stallions,7
George,Washington,36,23,0,3,281,2011-04-13,Modesto Misanthropes,26,Richmond Roustabouts,3
George,Washington,30,19,0,3,203,2011-04-20,Modesto Misanthropes,30,Yonkers Yellowjackets,28
William,McKinley,6,3,0,1,39,2011-04-20,Modesto Misanthropes,30,Yonkers Yellowjackets,28
George,Washington,29,16,0,3,235,2011-04-27,Modesto Misanthropes,32,Shreveport Seamen,34
William,McKinley,8,5,0,1,55,2011-04-27,Modesto Misanthropes,32,Shreveport Seamen,34
George,Washington,21,11,0,1,162,2011-05-04,Modesto Misanthropes,18,San Bernardino Stalkers,30
William,McKinley,4,1,0,1,10,2011-05-04,Modesto Misanthropes,18,San Bernardino Stalkers,30
George,Washington,28,16,0,2,223,2011-05-11,Modesto Misanthropes,21,Tacoma Touchdown-Scorers,41
William,McKinley,1,0,0,0,0,2011-05-11,Modesto Misanthropes,21,Tacoma Touchdown-Scorers,41
George,Washington,23,12,0,1,158,2011-05-18,Modesto Misanthropes,23,Glendale Centers,16
William,McKinley,11,7,0,1,70,2011-05-18,Modesto Misanthropes,23,Glendale Centers,16
George,Washington,25,14,0,2,192,2011-05-25,Modesto Misanthropes,16,Des Moines Desperadoes,6
George,Washington,31,17,0,2,246,2011-06-01,Modesto Misanthropes,26,Augusta Autocrats,6
George,Washington,22,13,0,2,169,2011-06-08,Modesto Misanthropes,28,Grand Rapids Gamers,27
William,McKinley,11,5,0,1,55,2011-06-08,Modesto Misanthropes,28,Grand Rapids Gamers,27
George,Washington,23,16,0,3,235,2011-06-15,Modesto Misanthropes,31,Huntington Beach Harriers,17
William,McKinley,14,8,0,1,91,2011-06-15,Modesto Misanthropes,31,Huntington Beach Harriers,17
George,Washington,34,22,0,3,293,2011-06-22,Modesto Misanthropes,29,Mobile Misfits,37
George,Washington,24,14,0,1,170,2011-06-29,Modesto Misanthropes,9,Boise Bearcats,30
William,McKinley,1,0,0,0,0,2011-06-29,Modesto Misanthropes,9,Boise Bearcats,30
Sam,Grant,22,13,0,2,175,2011-03-23,Fremont Firebugs,38,Montgomery Music,0
Cal,Coolidge,12,8,0,2,99,2011-03-23,Fremont Firebugs,38,Montgomery Music,0
Sam,Grant,27,15,0,2,209,2011-03-30,Fremont Firebugs,23,Spokane Stallions,3
Sam,Grant,18,13,0,3,194,2011-04-06,Fremont Firebugs,43,Richmond Roustabouts,16
Cal,Coolidge,10,7,0,2,95,2011-04-06,Fremont Firebugs,43,Richmond Roustabouts,16
Sam,Grant,18,12,0,2,157,2011-04-13,Fremont Firebugs,32,Yonkers Yellowjackets,23
Cal,Coolidge,11,8,0,2,98,2011-04-13,Fremont Firebugs,32,Yonkers Yellowjackets,23
Sam,Grant,27,19,0,2,250,2011-04-20,Fremont Firebugs,23,Shreveport Seamen,17
Sam,Grant,35,24,0,4,327,2011-04-27,Fremont Firebugs,36,San Bernardino Stalkers,10
Sam,Grant,26,16,0,3,225,2011-05-04,Fremont Firebugs,31,Tacoma Touchdown-Scorers,38
Sam,Grant,30,18,0,2,245,2011-05-11,Fremont Firebugs,20,Glendale Centers,17
Sam,Grant,36,26,0,4,330,2011-05-18,Fremont Firebugs,37,Des Moines Desperadoes,21
Sam,Grant,36,22,0,4,318,2011-05-25,Fremont Firebugs,40,Augusta Autocrats,28
Sam,Grant,23,17,0,3,230,2011-06-01,Fremont Firebugs,42,Grand Rapids Gamers,24
Cal,Coolidge,12,8,0,2,123,2011-06-01,Fremont Firebugs,42,Grand Rapids Gamers,24
Sam,Grant,27,16,0,3,235,2011-06-08,Fremont Firebugs,21,Huntington Beach Harriers,34
Sam,Grant,29,17,0,3,260,2011-06-15,Fremont Firebugs,32,Mobile Misfits,37
Sam,Grant,26,19,0,4,305,2011-06-22,Fremont Firebugs,37,Boise Bearcats,7
Sam,Grant,23,16,0,3,205,2011-06-29,Fremont Firebugs,39,Modesto Misanthropes,20
Cal,Coolidge,3,1,0,1,11,2011-06-29,Fremont Firebugs,39,Modesto Misanthropes,20
Martin,Van Buren,34,19,0,2,204,2011-03-23,Montgomery Music,17,Spokane Stallions,34
Martin,Van Buren,34,22,0,3,308,2011-03-30,Montgomery Music,30,Richmond Roustabouts,41
Tom,Jefferson,1,0,1,0,0,2011-03-30,Montgomery Music,30,Richmond Roustabouts,41
Martin,Van Buren,28,16,0,2,228,2011-04-06,Montgomery Music,17,Yonkers Yellowjackets,24
Martin,Van Buren,34,22,1,4,298,2011-04-13,Montgomery Music,29,Shreveport Seamen,28
Martin,Van Buren,26,15,0,2,174,2011-04-20,Montgomery Music,24,San Bernardino Stalkers,28
Martin,Van Buren,17,11,0,1,152,2011-04-27,Montgomery Music,19,Tacoma Touchdown-Scorers,34
Tom,Jefferson,11,3,1,1,17,2011-04-27,Montgomery Music,19,Tacoma Touchdown-Scorers,34
Martin,Van Buren,35,23,0,3,258,2011-05-04,Montgomery Music,22,Glendale Centers,27
Martin,Van Buren,29,19,0,3,236,2011-05-11,Montgomery Music,27,Des Moines Desperadoes,16
Tom,Jefferson,1,0,1,0,0,2011-05-11,Montgomery Music,27,Des Moines Desperadoes,16
Martin,Van Buren,29,19,0,2,259,2011-05-18,Montgomery Music,24,Augusta Autocrats,20
Martin,Van Buren,32,19,0,2,205,2011-05-25,Montgomery Music,17,Grand Rapids Gamers,9
Martin,Van Buren,31,19,0,2,212,2011-06-01,Montgomery Music,24,Huntington Beach Harriers,14
Martin,Van Buren,30,21,0,3,245,2011-06-08,Montgomery Music,33,Mobile Misfits,44
Tom,Jefferson,7,2,1,1,11,2011-06-08,Montgomery Music,33,Mobile Misfits,44
Martin,Van Buren,29,18,0,2,262,2011-06-15,Montgomery Music,24,Boise Bearcats,13
Martin,Van Buren,29,19,0,2,234,2011-06-22,Montgomery Music,16,Modesto Misanthropes,28
Martin,Van Buren,31,16,0,1,166,2011-06-29,Montgomery Music,19,Fremont Firebugs,34
Jack,Kennedy,26,15,0,2,166,2011-03-23,Spokane Stallions,17,Richmond Roustabouts,16
Jack,Kennedy,16,7,0,1,72,2011-03-30,Spokane Stallions,14,Yonkers Yellowjackets,20
George,Bush,10,5,0,0,63,2011-03-30,Spokane Stallions,14,Yonkers Yellowjackets,20
Jack,Kennedy,22,11,0,1,132,2011-04-06,Spokane Stallions,17,Shreveport Seamen,17
George,Bush,5,2,0,0,24,2011-04-06,Spokane Stallions,17,Shreveport Seamen,17
Jack,Kennedy,26,13,0,2,156,2011-04-13,Spokane Stallions,25,San Bernardino Stalkers,44
George,Bush,10,5,0,1,64,2011-04-13,Spokane Stallions,25,San Bernardino Stalkers,44
Jack,Kennedy,30,17,0,2,211,2011-04-20,Spokane Stallions,22,Tacoma Touchdown-Scorers,41
Jack,Kennedy,29,16,0,2,188,2011-04-27,Spokane Stallions,19,Glendale Centers,27
George,Bush,8,4,0,0,50,2011-04-27,Spokane Stallions,19,Glendale Centers,27
Jack,Kennedy,38,23,0,3,272,2011-05-04,Spokane Stallions,31,Des Moines Desperadoes,16
Jack,Kennedy,33,21,0,2,201,2011-05-11,Spokane Stallions,25,Augusta Autocrats,3
George,Bush,4,2,0,0,26,2011-05-11,Spokane Stallions,25,Augusta Autocrats,3
Jack,Kennedy,36,20,0,3,236,2011-05-18,Spokane Stallions,22,Grand Rapids Gamers,21
Jack,Kennedy,34,17,0,2,211,2011-05-25,Spokane Stallions,15,Huntington Beach Harriers,35
George,Bush,3,1,0,0,10,2011-05-25,Spokane Stallions,15,Huntington Beach Harriers,35
Jack,Kennedy,27,15,0,1,195,2011-06-01,Spokane Stallions,25,Mobile Misfits,28
George,Bush,2,1,0,1,13,2011-06-01,Spokane Stallions,25,Mobile Misfits,28
Jack,Kennedy,33,15,0,2,142,2011-06-08,Spokane Stallions,14,Boise Bearcats,9
Jack,Kennedy,36,20,0,3,237,2011-06-15,Spokane Stallions,33,Modesto Misanthropes,35
Jack,Kennedy,26,12,0,2,153,2011-06-22,Spokane Stallions,25,Fremont Firebugs,35
Jack,Kennedy,15,9,0,2,119,2011-06-29,Spokane Stallions,22,Montgomery Music,35
George,Bush,9,5,0,1,61,2011-06-29,Spokane Stallions,22,Montgomery Music,35
Dubya,Bush,25,10,0,1,91,2011-03-23,Richmond Roustabouts,18,Yonkers Yellowjackets,13
Dubya,Bush,26,13,0,0,107,2011-03-30,Richmond Roustabouts,2,Shreveport Seamen,21
Dubya,Bush,27,14,0,0,110,2011-04-06,Richmond Roustabouts,9,San Bernardino Stalkers,13
Dubya,Bush,35,14,0,2,134,2011-04-13,Richmond Roustabouts,22,Tacoma Touchdown-Scorers,23
Dubya,Bush,28,11,0,1,88,2011-04-20,Richmond Roustabouts,14,Glendale Centers,34
Dubya,Bush,33,15,0,2,141,2011-04-27,Richmond Roustabouts,32,Des Moines Desperadoes,13
Barry,Obama,5,3,0,1,49,2011-04-27,Richmond Roustabouts,32,Des Moines Desperadoes,13
Dubya,Bush,25,13,0,0,123,2011-05-04,Richmond Roustabouts,15,Augusta Autocrats,0
Barry,Obama,5,3,0,1,40,2011-05-04,Richmond Roustabouts,15,Augusta Autocrats,0
Dubya,Bush,26,10,0,0,95,2011-05-11,Richmond Roustabouts,10,Grand Rapids Gamers,28
Dubya,Bush,30,16,0,2,170,2011-05-18,Richmond Roustabouts,23,Huntington Beach Harriers,6
Dubya,Bush,30,11,0,0,94,2011-05-25,Richmond Roustabouts,0,Mobile Misfits,13
Dubya,Bush,37,18,0,2,154,2011-06-01,Richmond Roustabouts,25,Boise Bearcats,16
Dubya,Bush,29,16,0,2,165,2011-06-08,Richmond Roustabouts,21,Modesto Misanthropes,30
Dubya,Bush,25,11,0,1,87,2011-06-15,Richmond Roustabouts,26,Fremont Firebugs,35
Barry,Obama,3,2,0,1,28,2011-06-15,Richmond Roustabouts,26,Fremont Firebugs,35
Dubya,Bush,36,14,0,0,120,2011-06-22,Richmond Roustabouts,8,Montgomery Music,28
Dubya,Bush,34,17,0,1,176,2011-06-29,Richmond Roustabouts,18,Spokane Stallions,28
John,Adams,25,9,1,1,40,2011-03-23,Yonkers Yellowjackets,18,Shreveport Seamen,7
John,Adams,19,7,1,1,36,2011-03-30,Yonkers Yellowjackets,15,San Bernardino Stalkers,24
Zach,Taylor,12,6,0,0,64,2011-03-30,Yonkers Yellowjackets,15,San Bernardino Stalkers,24
John,Adams,27,5,1,1,22,2011-04-06,Yonkers Yellowjackets,26,Tacoma Touchdown-Scorers,44
Zach,Taylor,9,4,0,1,40,2011-04-06,Yonkers Yellowjackets,26,Tacoma Touchdown-Scorers,44
John,Adams,31,8,1,1,41,2011-04-13,Yonkers Yellowjackets,13,Glendale Centers,14
John,Adams,27,10,1,0,47,2011-04-20,Yonkers Yellowjackets,4,Des Moines Desperadoes,6
John,Adams,39,9,1,0,49,2011-04-27,Yonkers Yellowjackets,0,Augusta Autocrats,20
John,Adams,37,8,1,0,43,2011-05-04,Yonkers Yellowjackets,5,Grand Rapids Gamers,0
John,Adams,30,12,1,1,66,2011-05-11,Yonkers Yellowjackets,15,Huntington Beach Harriers,37
Zach,Taylor,8,3,0,1,25,2011-05-11,Yonkers Yellowjackets,15,Huntington Beach Harriers,37
John,Adams,32,12,1,0,59,2011-05-18,Yonkers Yellowjackets,8,Mobile Misfits,13
John,Adams,30,6,1,0,29,2011-05-25,Yonkers Yellowjackets,8,Boise Bearcats,21
John,Adams,35,7,1,1,40,2011-06-01,Yonkers Yellowjackets,13,Modesto Misanthropes,34
Zach,Taylor,3,1,0,0,9,2011-06-01,Yonkers Yellowjackets,13,Modesto Misanthropes,34
John,Adams,34,12,1,1,59,2011-06-08,Yonkers Yellowjackets,17,Fremont Firebugs,3
John,Adams,29,8,1,0,37,2011-06-15,Yonkers Yellowjackets,2,Montgomery Music,16
Zach,Taylor,1,0,0,0,0,2011-06-15,Yonkers Yellowjackets,2,Montgomery Music,16
John,Adams,26,6,1,1,28,2011-06-22,Yonkers Yellowjackets,17,Spokane Stallions,37
Zach,Taylor,8,3,0,0,28,2011-06-22,Yonkers Yellowjackets,17,Spokane Stallions,37
John,Adams,22,6,1,0,27,2011-06-29,Yonkers Yellowjackets,11,Richmond Roustabouts,23
Zach,Taylor,3,1,0,0,9,2011-06-29,Yonkers Yellowjackets,11,Richmond Roustabouts,23
Tom,Wilson,35,11,1,0,70,2011-03-23,Shreveport Seamen,12,San Bernardino Stalkers,38
Tom,Wilson,29,11,1,1,67,2011-03-30,Shreveport Seamen,11,Tacoma Touchdown-Scorers,14
Tom,Wilson,26,12,1,1,85,2011-04-06,Shreveport Seamen,18,Glendale Centers,7
Frank,Pierce,12,5,1,0,35,2011-04-06,Shreveport Seamen,18,Glendale Centers,7
Tom,Wilson,31,15,1,0,117,2011-04-13,Shreveport Seamen,10,Des Moines Desperadoes,41
Tom,Wilson,25,11,1,1,93,2011-04-20,Shreveport Seamen,11,Augusta Autocrats,37
Frank,Pierce,2,0,1,0,0,2011-04-20,Shreveport Seamen,11,Augusta Autocrats,37
Tom,Wilson,35,13,1,1,102,2011-04-27,Shreveport Seamen,7,Grand Rapids Gamers,3
Tom,Wilson,22,7,1,0,49,2011-05-04,Shreveport Seamen,8,Huntington Beach Harriers,20
Frank,Pierce,11,5,1,0,42,2011-05-04,Shreveport Seamen,8,Huntington Beach Harriers,20
Tom,Wilson,22,7,1,0,56,2011-05-11,Shreveport Seamen,16,Mobile Misfits,10
Frank,Pierce,4,1,1,1,7,2011-05-11,Shreveport Seamen,16,Mobile Misfits,10
Tom,Wilson,32,10,1,1,65,2011-05-18,Shreveport Seamen,16,Boise Bearcats,35
Tom,Wilson,39,16,1,0,101,2011-05-25,Shreveport Seamen,11,Modesto Misanthropes,6
Tom,Wilson,23,10,1,0,83,2011-06-01,Shreveport Seamen,2,Fremont Firebugs,44
Frank,Pierce,9,4,1,0,33,2011-06-01,Shreveport Seamen,2,Fremont Firebugs,44
Tom,Wilson,26,8,1,0,53,2011-06-08,Shreveport Seamen,8,Montgomery Music,23
Tom,Wilson,27,10,1,1,79,2011-06-15,Shreveport Seamen,11,Spokane Stallions,35
Frank,Pierce,2,0,1,0,0,2011-06-15,Shreveport Seamen,11,Spokane Stallions,35
Tom,Wilson,32,14,1,0,117,2011-06-22,Shreveport Seamen,10,Richmond Roustabouts,37
Tom,Wilson,29,13,1,0,90,2011-06-29,Shreveport Seamen,7,Yonkers Yellowjackets,13
James,Garfield,26,16,0,1,167,2011-03-23,San Bernardino Stalkers,19,Tacoma Touchdown-Scorers,7
Gerry,Ford,3,1,1,0,6,2011-03-23,San Bernardino Stalkers,19,Tacoma Touchdown-Scorers,7
James,Garfield,25,12,0,1,120,2011-03-30,San Bernardino Stalkers,11,Glendale Centers,9
James,Garfield,27,15,0,1,191,2011-04-06,San Bernardino Stalkers,8,Des Moines Desperadoes,7
James,Garfield,25,17,0,2,228,2011-04-13,San Bernardino Stalkers,26,Augusta Autocrats,37
James,Garfield,26,14,0,1,154,2011-04-20,San Bernardino Stalkers,11,Grand Rapids Gamers,28
Gerry,Ford,7,3,1,0,24,2011-04-20,San Bernardino Stalkers,11,Grand Rapids Gamers,28
James,Garfield,25,17,0,2,176,2011-04-27,San Bernardino Stalkers,15,Huntington Beach Harriers,31
James,Garfield,29,17,0,2,197,2011-05-04,San Bernardino Stalkers,21,Mobile Misfits,3
James,Garfield,21,11,0,2,154,2011-05-11,San Bernardino Stalkers,21,Boise Bearcats,37
Gerry,Ford,13,6,1,0,43,2011-05-11,San Bernardino Stalkers,21,Boise Bearcats,37
James,Garfield,35,23,0,3,300,2011-05-18,San Bernardino Stalkers,33,Modesto Misanthropes,21
James,Garfield,26,14,0,1,147,2011-05-25,San Bernardino Stalkers,11,Fremont Firebugs,34
James,Garfield,30,19,0,3,210,2011-06-01,San Bernardino Stalkers,30,Montgomery Music,14
James,Garfield,25,14,0,1,162,2011-06-08,San Bernardino Stalkers,12,Spokane Stallions,30
Gerry,Ford,13,4,1,0,30,2011-06-08,San Bernardino Stalkers,12,Spokane Stallions,30
James,Garfield,25,16,0,3,202,2011-06-15,San Bernardino Stalkers,28,Richmond Roustabouts,6
Gerry,Ford,3,1,1,1,7,2011-06-15,San Bernardino Stalkers,28,Richmond Roustabouts,6
James,Garfield,19,9,0,1,125,2011-06-22,San Bernardino Stalkers,15,Yonkers Yellowjackets,31
Gerry,Ford,9,3,1,1,24,2011-06-22,San Bernardino Stalkers,15,Yonkers Yellowjackets,31
James,Garfield,28,17,0,2,172,2011-06-29,San Bernardino Stalkers,20,Shreveport Seamen,13
Abe,Lincoln,34,24,0,4,359,2011-03-23,Tacoma Touchdown-Scorers,36,Glendale Centers,23
Abe,Lincoln,38,23,0,4,343,2011-03-30,Tacoma Touchdown-Scorers,39,Des Moines Desperadoes,0
Abe,Lincoln,35,21,0,2,255,2011-04-06,Tacoma Touchdown-Scorers,23,Augusta Autocrats,44
Abe,Lincoln,35,24,0,4,364,2011-04-13,Tacoma Touchdown-Scorers,33,Grand Rapids Gamers,14
Abe,Lincoln,26,14,0,2,202,2011-04-20,Tacoma Touchdown-Scorers,23,Huntington Beach Harriers,44
Bill,Clinton,12,5,0,0,54,2011-04-20,Tacoma Touchdown-Scorers,23,Huntington Beach Harriers,44
Abe,Lincoln,29,17,0,3,249,2011-04-27,Tacoma Touchdown-Scorers,31,Mobile Misfits,24
Bill,Clinton,2,0,0,0,0,2011-04-27,Tacoma Touchdown-Scorers,31,Mobile Misfits,24
Abe,Lincoln,20,14,0,3,201,2011-05-04,Tacoma Touchdown-Scorers,29,Boise Bearcats,3
Bill,Clinton,13,7,0,1,64,2011-05-04,Tacoma Touchdown-Scorers,29,Boise Bearcats,3
Abe,Lincoln,21,12,0,1,168,2011-05-11,Tacoma Touchdown-Scorers,8,Modesto Misanthropes,27
Bill,Clinton,6,3,0,0,26,2011-05-11,Tacoma Touchdown-Scorers,8,Modesto Misanthropes,27
Abe,Lincoln,25,14,0,2,169,2011-05-18,Tacoma Touchdown-Scorers,18,Fremont Firebugs,24
Abe,Lincoln,38,28,0,4,427,2011-05-25,Tacoma Touchdown-Scorers,40,Montgomery Music,24
Abe,Lincoln,38,26,0,3,287,2011-06-01,Tacoma Touchdown-Scorers,22,Spokane Stallions,41
Abe,Lincoln,33,22,0,3,268,2011-06-08,Tacoma Touchdown-Scorers,25,Richmond Roustabouts,44
Abe,Lincoln,20,13,0,3,202,2011-06-15,Tacoma Touchdown-Scorers,32,Yonkers Yellowjackets,20
Bill,Clinton,8,3,0,1,25,2011-06-15,Tacoma Touchdown-Scorers,32,Yonkers Yellowjackets,20
Abe,Lincoln,38,27,0,4,414,2011-06-22,Tacoma Touchdown-Scorers,32,Shreveport Seamen,20
Abe,Lincoln,30,18,0,3,239,2011-06-29,Tacoma Touchdown-Scorers,23,San Bernardino Stalkers,7
